StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2020-11-01,New South Wales,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,24
2021-09-01,Australian Capital Territory,Text message,65 and over,Male,Buying or selling,False billing,,1
2020-02-01,Western Australia,Phone call,65 and over,Male,Buying or selling,False billing,,6
2020-12-01,Western Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,11
2021-09-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,4
2024-03-01,New South Wales,Text message,65 and over,Female,Buying or selling,False billing,,31
2024-06-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,,68
2021-03-01,Queensland,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,29
2024-05-01,Tasmania,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,24
2020-05-01,Queensland,Phone call,65 and over,Male,Buying or selling,False billing,,11
2022-02-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,4
2020-11-01,Victoria,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,31
2024-01-01,South Australia,Text message,65 and over,Female,Buying or selling,False billing,,7
2021-10-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,59
2021-03-01,South Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,18
2023-05-01,Western Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,66
2020-10-01,New South Wales,Phone call,65 and over,Male,Buying or selling,False billing,,18
2021-10-01,Queensland,Phone call,65 and over,Male,Buying or selling,False billing,,14
2021-08-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,31
2022-07-01,New South Wales,Internet,65 and over,Female,Buying or selling,False billing,,2
2022-07-01,Northern Territory,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,16
2020-07-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,25
2020-09-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,17
2022-06-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,32
2022-03-01,New South Wales,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,85
2024-04-01,Queensland,Text message,65 and over,Male,Buying or selling,False billing,,78
2020-03-01,Queensland,Phone call,65 and over,Male,Buying or selling,False billing,,6
2020-06-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,12
2023-09-01,Queensland,Phone call,65 and over,Male,Buying or selling,False billing,,18
2023-12-01,Western Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,86
2021-10-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,56
2022-11-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,12
2022-06-01,Tasmania,Email,65 and over,Female,Buying or selling,False billing,,4
2023-04-01,Victoria,Mail,65 and over,Male,Buying or selling,False billing,,2
2021-06-01,South Australia,Text message,65 and over,Male,Buying or selling,False billing,,4
2023-03-01,Victoria,Email,65 and over,Female,Investment scams,Investment scams,,24
2024-01-01,South Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,65
2022-11-01,Tasmania,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,12
2023-03-01,New South Wales,Text message,65 and over,Female,Buying or selling,False billing,,65
2020-12-01,New South Wales,Mobile apps,65 and over,Male,Buying or selling,False billing,,1
2021-01-01,Victoria,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,29
2021-01-01,New South Wales,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,30
2020-04-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,2
2021-11-01,Queensland,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,45
2023-12-01,Western Australia,Email,65 and over,Female,Buying or selling,False billing,,20
2023-10-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,123
2024-05-01,Western Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,45
2021-08-01,New South Wales,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,133
2023-06-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,137
2021-11-01,Queensland,Phone call,65 and over,Female,Buying or selling,False billing,,15
2023-02-01,Victoria,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,61
2024-06-01,Queensland,Text message,65 and over,Male,Buying or selling,False billing,,39
2022-06-01,Australian Capital Territory,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,7
2020-04-01,Queensland,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,37
2023-09-01,Outside of Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,5
2024-02-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,108
2021-10-01,Western Australia,Email,65 and over,Male,Investment scams,Investment scams,,5
2022-12-01,Victoria,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,118
2020-05-01,Victoria,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,13
2022-09-01,Tasmania,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,4
2021-10-01,Victoria,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,63
2024-04-01,South Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,51
2020-05-01,Australian Capital Territory,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2021-02-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,23
2020-07-01,Victoria,Text message,65 and over,Female,Buying or selling,False billing,,3
2020-11-01,Western Australia,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,15
2020-05-01,Western Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,18
2020-09-01,New South Wales,Phone call,65 and over,Female,Buying or selling,False billing,,15
2022-02-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,,1
2021-12-01,Western Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,14
2024-05-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,28
2023-10-01,New South Wales,Phone call,65 and over,Male,Buying or selling,False billing,,15
2021-06-01,Queensland,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,17
2022-01-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,72
2024-04-01,Tasmania,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,21
2020-06-01,Queensland,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,,25
2020-08-01,Tasmania,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,5
2021-02-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,,5
2020-03-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,22
2023-04-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,108
2020-02-01,Queensland,Text message,65 and over,Female,Buying or selling,False billing,,1
2024-01-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,,51
2023-02-01,Western Australia,Mobile apps,65 and over,Male,Buying or selling,False billing,,2
2023-06-01,South Australia,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,62
2021-04-01,South Australia,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,9
2024-02-01,Tasmania,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,11
2021-12-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,68
2023-08-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,20
2023-01-01,Northern Territory,Text message,65 and over,Female,Buying or selling,False billing,,2
2024-05-01,South Australia,Text message,65 and over,Male,Buying or selling,False billing,,10
2022-01-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,95
2023-06-01,Australian Capital Territory,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,5
2020-07-01,Northern Territory,Email,65 and over,Male,Buying or selling,False billing,,1
2023-04-01,South Australia,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,72
2022-02-01,Victoria,Fax,65 and over,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,,1
2021-09-01,Queensland,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,67
2022-10-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,70
2020-06-01,Queensland,Email,65 and over,Female,Attempts to gain your personal information,Phishing,,17
2022-09-01,Australian Capital Territory,Email,65 and over,Female,Buying or selling,False billing,,5
2021-02-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Phishing,,24
2020-12-01,New South Wales,Text message,65 and over,Male,Attempts to gain your personal information,Phishing,,34
2023-02-01,Australian Capital Territory,Text message,65 and over,Female,Attempts to gain your personal information,Phishing,,22
2022-02-01,Queensland,Email,65 and over,Male,Attempts to gain your personal information,Phishing,,44
